ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX	RATLIFF_COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	STRICTID	LOOSEID	ALIGNMENT	STRUCTURE	CROSSIDS	AUTOCOGID	MORPHEMES	SPLITID	LUMPID
4345	BiaoMin-767_crawl-1	Mienic	CRAWL	crawl	爬行	BiaoMin	Biao Min	biao1254	p l a ³¹ + ȵ a ŋ ³¹	96	0	阳平.*阳平 阳平.*阳平	³¹ ³¹	BiaoMon				1 5 7 8 9 4 7 4 8	ACXT_AXLT	PLA3_NAN3	1	1.P.C 1.L.C 1.A.V 1.3.T 1._._ 1.N.C 1.A.V 1.N.c 1.3.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	pla³¹+ȵaŋ³¹	0	1447 1448	581	321	p l a ³¹ + ȵ a ŋ ³¹	i m n t + i n c t	1447 1448	584	_crawl CRAWL	4345	79
4346	ZaoMin-767_crawl-1	Mienic	CRAWL	crawl	爬行	ZaoMin	Zao Min	dzao1238	n au ²²	96	0	阳去.阳入	²²	DzaoMin				4 7 8	AXT	NA1	13	13.N.C 13.A.V 13.1.T	1.6 3.0 1.0	nau²²	0	1448	578	321	n au - ²²	i n t	1448	584	CRAWL	4346	79
4347	ZaoMin-767_crawl-2	Mienic	CRAWL	crawl	爬行	ZaoMin	Zao Min	dzao1238	k e m ⁵³	96	0	阳平.*阴去.*阳去	⁵³	DzaoMin				1 7 4 8	AXLT	KEM3	13	13.K.C 13.E.V 13.M.c 13.3.T	1.6 3.0 1.1 1.0	kem⁵³	0	1451	582	323	k e m ⁵³	i n c t	1451	588	CRAWL	4347	79
216	WhiteHmong-898_crooked-1	Hmongic	CROOKED	crooked		WhiteHmong	White Hmong	hmon1333	ⁿkʱ au ¹¹	297	684	阴平.阴上.阳上.阴入	¹¹	HmongDaw	ⁿkʰ au ⁷/³	0	3275	1 7 8	AXT	KA1	12	12.K.C 12.A.V 12.1.T	1.6 3.0 1.0	ⁿkʱau¹¹	0	1466	583	326	ⁿkʱ au - ¹¹	i n t	1466	590	CROOKED	216	80
3087	EasternLuobuohe-552_bendcurved-1	Hmongic	CROOKED	bend (curved)	弯	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + ⁿkʰ o ³³	297	684	轻声 阴入.阳入.*阴平	⁰/² ³³	Luopohe	ˀkʰ a ᴰ/⁴	1	3277	1 7 8 9 1 7 8	AXT_AXT	TE6_KU4	3	3.T.C 3.E.V 3.6.T 3._._ 3.K.C 3.U.V 3.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+ⁿkʰo³³	0	1465 1466	584	326	t ə ⁰/² + ⁿkʰ o - ³³	i n t + i n t	1465 1466	590	_crooked CROOKED	3087	80
3088	WesternLuobuohe-552_bendcurved-1	Hmongic	CROOKED	bend (curved)	弯	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿkʰ a ³¹ + l ɑ ³¹	297	684	阴平.阳平.阴入.阳入.*阳平 阴平.阳平.阴入.阳入.*阳平	³¹ ³¹	Luopohe	ˀkʰ a ᴰ/⁴	0	3277	1 7 8 9 5 7 8	AXT_AXT	KA3_LA3	10	10.K.C 10.A.V 10.3.T 10._._ 10.L.C 10.A.V 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ⁿkʰa³¹+lɑ³¹	0	1466 1469	585	326	ⁿkʰ a - ³¹ + l ɑ ³¹	i n t + i n t	1466 1469	590	CROOKED _crooked	3088	80
3089	SouthernGuizhouChuanqiandian-552_bendcurved-1	Hmongic	CROOKED	bend (curved)	弯	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿk w o ¹³	297	684	阳去.阴入.*阴去.*阳去	¹³	CentralMashanHmong	ⁿk o ⁷ᵇ/³	0	3276	1 6 7 8	ACXT	KWU2	8	8.K.C 8.W.C 8.U.V 8.2.T	1.6 1.2 3.0 1.0	ⁿkwo¹³	0	1468	586	328	ⁿk w o ¹³	i m n t	1468	594	CROOKED	3089	80
3090	WesternXiangxi-552_bendcurved-1	Hmongic	CROOKED	bend (curved)	弯	WesternXiangxi	Xiangxi, West	west2430	ⁿkʰ u ⁴⁴	297	684	阴上.阴入.*阴平	⁴⁴	WesternXiangxiMiao	ⁿkʰ u ⁷/³	0	3274	1 7 8	AXT	KY5	11	11.K.C 11.Y.V 11.5.T	1.6 3.0 1.0	ⁿkʰu⁴⁴	0	1470	587	329	ⁿkʰ u ⁴⁴	i n t	1470	596	CROOKED	3090	80
3091	NorthernQiandong-552_bendcurved-1	Hmongic	CROOKED	bend (curved)	弯	NorthernQiandong	Qiandong, North	nort2747	q o ŋ ¹¹	297	0	阳上	¹¹	NorthernQiandongMiao				1 7 4 8	AXLT	KUN1	7	7.K.C 7.U.V 7.N.c 7.1.T	1.6 3.0 1.1 1.0	qoŋ¹¹	0	1466	583	326	q o ŋ ¹¹	i n c t	1466	590	CROOKED	3091	80
3092	WesternBaheng-552_bendcurved-1	Hmongic	CROOKED	bend (curved)	弯	WesternBaheng	Baheng, West	pahn1237	ŋ ɔ ³⁵	297	684	阴平	³⁵	PaHng	ŋ ɔ ¹	0	3278	4 7 8	AXT	NU2	9	9.N.C 9.U.V 9.2.T	1.6 3.0 1.0	ŋɔ³⁵	0	1463	588	324	ŋ ɔ ³⁵	i n t	3121	589	CROOKED	3092	80
3093	EasternBaheng-552_bendcurved-1	Hmongic	CROOKED	bend (curved)	弯	EasternBaheng	Baheng, East	pahn1237	l j ei ³¹³	297	684	阴上.*阴上	³¹³	PaHng	ŋ ɔ ¹	0	3278	5 6 7 8	ACXT	LJE6	2	2.L.C 2.J.C 2.E.V 2.6.T	1.6 1.2 3.0 1.0	ljei³¹³	0	1464	589	325	l j ei ³¹³	i m n t	1464	591	CROOKED	3093	80
3094	Jiongnai-552_bendcurved-1	Hmongic	CROOKED	bend (curved)	弯	Jiongnai	Jiongnai	jion1236	ð j ɒ ŋ ³¹	297	0	阳上.*阳平	³¹	JiongnaiBunu				3 6 7 4 8	ACXLT	DJON3	4	4.D.C 4.J.C 4.O.V 4.N.c 4.3.T	1.6 1.2 3.0 1.1 1.0	ðjɒŋ³¹	0	1467	590	327	ð j ɒ ŋ ³¹	i m n c t	1467	593	CROOKED	3094	80
3095	Mien-552_bendcurved-1	Mienic	CROOKED	bend (curved)	弯	Mien	Mien	iumi1238	ŋ au ³³	297	0	阴平	³³	luMien				4 7 8	AXT	NA4	6	6.N.C 6.A.V 6.4.T	1.6 3.0 1.0	ŋau³³	0	1463	588	324	ŋ au ³³	i n t	3121	589	CROOKED	3095	80
3096	KimMun-552_bendcurved-1	Mienic	CROOKED	bend (curved)	弯	KimMun	Kim Mun	kimm1245	ŋ au ³⁵	297	0	阴平.阳平.阴入.阳入	³⁵	KimMun				4 7 8	AXT	NA2	5	5.N.C 5.A.V 5.2.T	1.6 3.0 1.0	ŋau³⁵	0	1463	588	324	ŋ au ³⁵	i n t	3121	589	CROOKED	3096	80
3097	BiaoMin-552_bendcurved-1	Mienic	CROOKED	bend (curved)	弯	BiaoMin	Biao Min	biao1254	ŋ au ³³	297	0	阴平.*阴平	³³	BiaoMon				4 7 8	AXT	NA4	1	1.N.C 1.A.V 1.4.T	1.6 3.0 1.0	ŋau³³	0	1463	588	324	ŋ au ³³	i n t	3121	589	CROOKED	3097	80
218	WhiteHmong-901_thecross-1	Hmongic	CROSS	the cross		WhiteHmong	White Hmong	hmon1333	kʰ au ⁵⁵ + l i ³¹	1367	776	阴平 阳平.阳上.阳去	⁵⁵ ³¹	HmongDaw	dʰ au ⁵	0	3773	1 7 8 9 5 7 8	AXT_AXT	KA5_LI3	12	12.K.C 12.A.V 12.5.T 12._._ 12.L.C 12.I.V 12.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kʰau⁵⁵+li³¹	0	1478 1479	591	330	kʰ - au ⁵⁵ + l i ³¹	i n t + i n t	1478 1479	597	CROSS _cross	218	81
3958	EasternLuobuohe-710_crossabridge-1	Hmongic	CROSS	cross (a bridge)	过（桥）	EasternLuobuohe	Luobuohe, Eastern	luop1235	q w a ²⁴	1367	776	阴去.阳去.*阴去.*阳去	²⁴	Luopohe	q w a ᶜ/³	0	3774	1 6 7 8	ACXT	KWA2	3	3.K.C 3.W.C 3.A.V 3.2.T	1.6 1.2 3.0 1.0	qwa²⁴	0	1478	592	330	q w a ²⁴	i m n t	1478	597	CROSS	3958	81
3959	WesternLuobuohe-710_crossabridge-1	Hmongic	CROSS	cross (a bridge)	过（桥）	WesternLuobuohe	Luobuohe, Western	luop1235	q w ɑ ³⁵	1367	776	阴去.阳去.*阴去.*阳去	³⁵	Luopohe	q w a ᶜ/³	0	3774	1 6 7 8	ACXT	KWA2	10	10.K.C 10.W.C 10.A.V 10.2.T	1.6 1.2 3.0 1.0	qwɑ³⁵	0	1478	592	330	q w ɑ ³⁵	i m n t	1478	597	CROSS	3959	81
3960	SouthernGuizhouChuanqiandian-710_crossabridge-1	Hmongic	CROSS	cross (a bridge)	过（桥）	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	k w o ¹³	1367	0	阳去.阴入.*阴去.*阳去	¹³	CentralMashanHmong				1 6 7 8	ACXT	KWU2	8	8.K.C 8.W.C 8.U.V 8.2.T	1.6 1.2 3.0 1.0	kwo¹³	0	1478	592	330	k w o ¹³	i m n t	1478	597	CROSS	3960	81
3961	SouthernGuizhouChuanqiandian-710_crossabridge-2	Hmongic	CROSS	cross (a bridge)	过（桥）	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ɭ ə ²¹ + ʔ o ŋ ³²	1367	0	阳入.*阳平 阴平	²¹ ³²	CentralMashanHmong				5 7 8 9 1 7 4 8	AXT_AXLT	LE3_HUN3	8	8.L.C 8.E.V 8.3.T 8._._ 8.H.C 8.U.V 8.N.c 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ɭə²¹+ʔoŋ³²	0	1479 1481	593	330	ɭ ə ²¹ + ʔ o ŋ ³²	i n t + i n c t	1479 1481	598	CROSS _cross	3961	81
3962	WesternXiangxi-710_crossabridge-1	Hmongic	CROSS	cross (a bridge)	过（桥）	WesternXiangxi	Xiangxi, West	west2430	k w ɑ ⁴⁴	1367	776	阴上.阴入.*阴平	⁴⁴	WesternXiangxiMiao	k w ɑ ⁵	0	3772	1 6 7 8	ACXT	KWA5	11	11.K.C 11.W.C 11.A.V 11.5.T	1.6 1.2 3.0 1.0	kwɑ⁴⁴	0	1478	592	330	k w ɑ ⁴⁴	i m n t	1478	597	CROSS	3962	81
3963	NorthernQiandong-710_crossabridge-1	Hmongic	CROSS	cross (a bridge)	过（桥）	NorthernQiandong	Qiandong, North	nort2747	f a ⁴⁴	1367	776	阴去	⁴⁴	NorthernQiandongMiao	f a ⁵	0	3771	3 7 8	AXT	BA5	7	7.B.C 7.A.V 7.5.T	1.6 3.0 1.0	fa⁴⁴	0	1478	592	330	f - a ⁴⁴	i n t	1478	597	CROSS	3963	81
3964	NorthernQiandong-710_crossabridge-2	Hmongic	CROSS	cross (a bridge)	过（桥）	NorthernQiandong	Qiandong, North	nort2747	t u ³¹	1367	0	阳入.*阳平	³¹	NorthernQiandongMiao				1 7 8	AXT	TY3	7	7.T.C 7.Y.V 7.3.T	1.6 3.0 1.0	tu³¹	0	1480	594	331	t u ³¹	i n t	1480	599	CROSS	3964	81
3965	WesternBaheng-710_crossabridge-1	Hmongic	CROSS	cross (a bridge)	过（桥）	WesternBaheng	Baheng, West	pahn1237	k w a ⁵⁵	1367	776	阴去	⁵⁵	PaHng	k w a ⁵	0	3776	1 6 7 8	ACXT	KWA5	9	9.K.C 9.W.C 9.A.V 9.5.T	1.6 1.2 3.0 1.0	kwa⁵⁵	0	1478	592	330	k w a ⁵⁵	i m n t	1478	597	CROSS	3965	81
3966	EasternBaheng-710_crossabridge-1	Hmongic	CROSS	cross (a bridge)	过（桥）	EasternBaheng	Baheng, East	pahn1237	k w a ⁵⁵	1367	776	阴去.*阴平	⁵⁵	PaHng	k w a ⁵	0	3776	1 6 7 8	ACXT	KWA5	2	2.K.C 2.W.C 2.A.V 2.5.T	1.6 1.2 3.0 1.0	kwa⁵⁵	0	1478	592	330	k w a ⁵⁵	i m n t	1478	597	CROSS	3966	81
3967	Jiongnai-710_crossabridge-1	Hmongic	CROSS	cross (a bridge)	过（桥）	Jiongnai	Jiongnai	jion1236	k w a ³⁵	1367	776	阴去.*阴去.*阳去	³⁵	JiongnaiBunu	k w a ⁵	0	3775	1 6 7 8	ACXT	KWA2	4	4.K.C 4.W.C 4.A.V 4.2.T	1.6 1.2 3.0 1.0	kwa³⁵	0	1478	592	330	k w a ³⁵	i m n t	1478	597	CROSS	3967	81
3968	Mien-710_crossabridge-1	Mienic	CROSS	cross (a bridge)	过（桥）	Mien	Mien	iumi1238	k w e ²⁴	1367	776	阴去	²⁴	luMien	k w ɔi ⁵¹	0	3777	1 6 7 8	ACXT	KWE2	6	6.K.C 6.W.C 6.E.V 6.2.T	1.6 1.2 3.0 1.0	kwe²⁴	0	1478	592	330	k w e ²⁴	i m n t	1478	597	CROSS	3968	81
3969	KimMun-710_crossabridge-1	Mienic	CROSS	cross (a bridge)	过（桥）	KimMun	Kim Mun	kimm1245	k w ai ⁵⁵	1367	776	阴上.阳上.阴入.阳入	⁵⁵	KimMun	k w aːi ⁵	0	3778	1 6 7 8	ACXT	KWA5	5	5.K.C 5.W.C 5.A.V 5.5.T	1.6 1.2 3.0 1.0	kwai⁵⁵	0	1478	592	330	k w ai ⁵⁵	i m n t	1478	597	CROSS	3969	81
3970	BiaoMin-710_crossabridge-1	Mienic	CROSS	cross (a bridge)	过（桥）	BiaoMin	Biao Min	biao1254	k w a ²⁴	1367	776	阴去.*阴去.*阳去	²⁴	BiaoMon	k w a ⁵	0	3779	1 6 7 8	ACXT	KWA2	1	1.K.C 1.W.C 1.A.V 1.2.T	1.6 1.2 3.0 1.0	kwa²⁴	0	1478	592	330	k w a ²⁴	i m n t	1478	597	CROSS	3970	81
3971	ZaoMin-710_crossabridge-1	Mienic	CROSS	cross (a bridge)	过（桥）	ZaoMin	Zao Min	dzao1238	k e ⁴²	1367	776	阴去.*阴上.*阳上	⁴²	DzaoMin	k ɛi ⁵	0	3780	1 7 8	AXT	KE3	13	13.K.C 13.E.V 13.3.T	1.6 3.0 1.0	ke⁴²	0	1478	592	330	k - e ⁴²	i n t	1478	597	CROSS	3971	81
34	WhiteHmong-190_thecrow-1	Hmongic	CROW	the crow		WhiteHmong	White Hmong	hmon1333	u/w a ⁵⁵	913	862	阴平	⁵⁵	HmongDaw	u/w a ¹	0	4186	6 7 8	AXT	WA5	12	12.W.C 12.A.V 12.5.T	1.6 3.0 1.0	u/wa⁵⁵	0	1507	595	334	u/w a ⁵⁵	i n t	1507	612	CROW	34	82
1433	EasternLuobuohe-170_crow-1	Hmongic	CROW	crow	乌鸦	EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + ʁ o ⁵⁵	913	0	轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	Luopohe				1 7 8 9 5 7 8	AXT_AXT	HA6_RU5	3	3.H.C 3.A.V 3.6.T 3._._ 3.R.C 3.U.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔa⁰/²+ʁo⁵⁵	0	1500 1501	596	333	ʔ a ⁰/² + ʁ o ⁵⁵	i n t + i n t	1500 1501	601	CROW _crow	1433	82
1434	WesternLuobuohe-170_crow-1	Hmongic	CROW	crow	乌鸦	WesternLuobuohe	Luobuohe, Western	luop1235	q ɑ ³⁵ + w u ⁵⁵	913	0	阴去.阳去.*阴去.*阳去 阴上.阳上.*阴平.*阴上.*阳上	³⁵ ⁵⁵	Luopohe				1 7 8 9 6 7 8	AXT_AXT	KA2_WY5	10	10.K.C 10.A.V 10.2.T 10._._ 10.W.C 10.Y.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qɑ³⁵+wu⁵⁵	0	1498 1505	597	333	q ɑ ³⁵ + w u ⁵⁵	i n t + i n t	1498 1505	602	CROW _crow	1434	82
1435	SouthernGuizhouChuanqiandian-170_crow-1	Hmongic	CROW	crow	乌鸦	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʔ a ⁴⁴	913	862	阴入	⁴⁴	CentralMashanHmong	a ⁷ᵃ/³	0	4187	1 7 8	AXT	HA5	8	8.H.C 8.A.V 8.5.T	1.6 3.0 1.0	ʔa⁴⁴	0	1500	598	333	ʔ a ⁴⁴	i n t	1500	601	CROW	1435	82
1436	WesternXiangxi-170_crow-1	Hmongic	CROW	crow	乌鸦	WesternXiangxi	Xiangxi, West	west2430	p ɑ ⁴⁴ + ʔ ɔ ⁵³	913	0	阴上.阴入.*阴平 *阴上.*阳上	⁴⁴ ⁵³	WesternXiangxiMiao				1 7 8 9 1 7 8	AXT_AXT	PA5_HU3	11	11.P.C 11.A.V 11.5.T 11._._ 11.H.C 11.U.V 11.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pɑ⁴⁴+ʔɔ⁵³	0	1506 1500	599	333	p ɑ ⁴⁴ + ʔ ɔ ⁵³	i n t + i n t	1506 1500	601	_crow CROW	1436	82
1437	NorthernQiandong-170_crow-1	Hmongic	CROW	crow	乌鸦	NorthernQiandong	Qiandong, North	nort2747	ʔ a ⁵³ + v o ¹¹	913	0	阳平.*阴上.*阳上 阳上	⁵³ ¹¹	NorthernQiandongMiao				1 7 8 9 3 7 8	AXT_AXT	HA3_BU1	7	7.H.C 7.A.V 7.3.T 7._._ 7.B.C 7.U.V 7.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔa⁵³+vo¹¹	0	1500 1505	600	333	ʔ a ⁵³ + v o ¹¹	i n t + i n t	1500 1505	601	CROW _crow	1437	82
1438	WesternBaheng-170_crow-1	Hmongic	CROW	crow	乌鸦	WesternBaheng	Baheng, West	pahn1237	l a ³¹ + ʔ a ⁵⁵	913	0	阴上 阴去	³¹ ⁵⁵	PaHng				5 7 8 9 1 7 8	AXT_AXT	LA3_HA5	9	9.L.C 9.A.V 9.3.T 9._._ 9.H.C 9.A.V 9.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	la³¹+ʔa⁵⁵	0	1499 1500	601	333	l a ³¹ + ʔ a ⁵⁵	i n t + i n t	1499 1500	601	_crow CROW	1438	82
1439	EasternBaheng-170_crow-1	Hmongic	CROW	crow	乌鸦	EasternBaheng	Baheng, East	pahn1237	q a ⁰/³ + l a ⁵⁵	913	0	轻声 阴去.*阴平	⁰/³ ⁵⁵	PaHng				1 7 8 9 5 7 8	AXT_AXT	KA6_LA5	2	2.K.C 2.A.V 2.6.T 2._._ 2.L.C 2.A.V 2.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa⁰/³+la⁵⁵	0	1498 1499	602	333	q a ⁰/³ + l a ⁵⁵	i n t + i n t	1498 1499	602	CROW _crow	1439	82
1440	Jiongnai-170_crow-1	Hmongic	CROW	crow	乌鸦	Jiongnai	Jiongnai	jion1236	n ɒ ŋ ¹¹ + k a ¹¹	913	0	阳去 阳去	¹¹ ¹¹	JiongnaiBunu				4 7 4 8 9 1 7 8	AXLT_AXT	NON1_KA1	4	4.N.C 4.O.V 4.N.c 4.1.T 4._._ 4.K.C 4.A.V 4.1.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	nɒŋ¹¹+ka¹¹	0	1502 1498	603	333	n ɒ ŋ ¹¹ + k a ¹¹	i n c t + i n t	1502 1498	602	_crow CROW	1440	82
1441	Mien-170_crow-1	Mienic	CROW	crow	乌鸦	Mien	Mien	iumi1238	n o ²² + ʔ a ³³	913	0	阳入 阴平	²² ³³	luMien				4 7 8 9 1 7 8	AXT_AXT	NU1_HA4	6	6.N.C 6.U.V 6.1.T 6._._ 6.H.C 6.A.V 6.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	no²²+ʔa³³	0	1504 1500	604	333	n o ²² + ʔ a ³³	i n t + i n t	1504 1500	601	_crow CROW	1441	82
1442	KimMun-170_crow-1	Mienic	CROW	crow	乌鸦	KimMun	Kim Mun	kimm1245	ʔ u ⁵⁵ + ʔ a ⁴²	913	0	阴上.阳上.阴入.阳入 阴去.阳去.阴入.阳入	⁵⁵ ⁴²	KimMun				1 7 8 9 1 7 8	AXT_AXT	HY5_HA3	5	5.H.C 5.Y.V 5.5.T 5._._ 5.H.C 5.A.V 5.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔu⁵⁵+ʔa⁴²	0	1503 1500	605	333	ʔ u ⁵⁵ + ʔ a ⁴²	i n t + i n t	1503 1500	601	_crow CROW	1442	82
1443	BiaoMin-170_crow-1	Mienic	CROW	crow	乌鸦	BiaoMin	Biao Min	biao1254	t i n ⁴² + k l a ŋ ³⁵	913	0	阳上.阳去 阴上	⁴² ³⁵	BiaoMon				1 7 4 8 9 1 5 7 4 8	AXLT_ACXLT	TIN3_KLAN2	1	1.T.C 1.I.V 1.N.c 1.3.T 1._._ 1.K.C 1.L.C 1.A.V 1.N.c 1.2.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.1 1.0	tin⁴²+klaŋ³⁵	0	1496 1497	606	332	t i n ⁴² + k l a ŋ ³⁵	i n c t + i m n c t	1496 1497	605	CROW _crow	1443	82
1444	ZaoMin-170_crow-1	Mienic	CROW	crow	乌鸦	ZaoMin	Zao Min	dzao1238	ʔ a ⁴⁴ + l o p ²² + p o ²²	913	0	阴平.阳上.阴入.*阴平 阳去.阳入 阳去.阳入	⁴⁴ ²² ²²	DzaoMin				1 7 8 9 5 7 1 8 9 1 7 8	AXT_AXLT_AXT	HA5_LUP1_PU1	13	13.H.C 13.A.V 13.5.T 13._._ 13.L.C 13.U.V 13.P.c 13.1.T 13._._ 13.P.C 13.U.V 13.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ʔa⁴⁴+lop²²+po²²	0	1500 1508 1509	607	333	ʔ a ⁴⁴ + l o p ²² + p o ²²	i n t + i n c t + i n t	1500 1508 1509	601	CROW _crow _crow	1444	82
3799	EasternLuobuohe-666_crowofcocks-1	Hmongic	CROW (VERB)	crow (of cocks)	打鸣	EasternLuobuohe	Luobuohe, Eastern	luop1235	q a ²⁴	2074	761	阴去.阳去.*阴去.*阳去	²⁴	Luopohe	q a ᶜ/³	0	3668	1 7 8	AXT	KA2	3	3.K.C 3.A.V 3.2.T	1.6 3.0 1.0	qa²⁴	0	1524	608	336	q a ²⁴	i n t	1524	615	CROW	3799	83
3800	WesternLuobuohe-666_crowofcocks-1	Hmongic	CROW (VERB)	crow (of cocks)	打鸣	WesternLuobuohe	Luobuohe, Western	luop1235	q ɑ ³⁵	2074	761	阴去.阳去.*阴去.*阳去	³⁵	Luopohe	q a ᶜ/³	0	3668	1 7 8	AXT	KA2	10	10.K.C 10.A.V 10.2.T	1.6 3.0 1.0	qɑ³⁵	0	1524	608	336	q ɑ ³⁵	i n t	1524	615	CROW	3800	83
3801	SouthernGuizhouChuanqiandian-666_crowofcocks-1	Hmongic	CROW (VERB)	crow (of cocks)	打鸣	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	h a ⁵⁵	2074	761	阴去.*阴平	⁵⁵	CentralMashanHmong	h a ⁵ᵃ/⁵	0	3667	3 7 8	AXT	HA5	8	8.H.C 8.A.V 8.5.T	1.6 3.0 1.0	ha⁵⁵	0	1525	609	337	h a ⁵⁵	i n t	1525	618	CROW	3801	83
3802	WesternXiangxi-666_crowofcocks-1	Hmongic	CROW (VERB)	crow (of cocks)	打鸣	WesternXiangxi	Xiangxi, West	west2430	q ɑ ⁵³	2074	761	*阴上.*阳上	⁵³	WesternXiangxiMiao	q ɑ ⁵	0	3665	1 7 8	AXT	KA3	11	11.K.C 11.A.V 11.3.T	1.6 3.0 1.0	qɑ⁵³	0	1524	608	336	q ɑ ⁵³	i n t	1524	615	CROW	3802	83
3803	NorthernQiandong-666_crowofcocks-1	Hmongic	CROW (VERB)	crow (of cocks)	打鸣	NorthernQiandong	Qiandong, North	nort2747	q a ⁴⁴	2074	761	阴去	⁴⁴	NorthernQiandongMiao	q a ⁵	0	3664	1 7 8	AXT	KA5	7	7.K.C 7.A.V 7.5.T	1.6 3.0 1.0	qa⁴⁴	0	1524	608	336	q a ⁴⁴	i n t	1524	615	CROW	3803	83
3804	WesternBaheng-666_crowofcocks-1	Hmongic	CROW (VERB)	crow (of cocks)	打鸣	WesternBaheng	Baheng, West	pahn1237	j i ⁴⁴ + s e ³¹	2074	761	阳去 阴上	⁴⁴ ³¹	PaHng	ŋ a ⁵	0	3670	6 7 8 9 3 7 8	AXT_AXT	JI5_SE3	9	9.J.C 9.I.V 9.5.T 9._._ 9.S.C 9.E.V 9.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ji⁴⁴+se³¹	0	1523 1522	610	335	j i ⁴⁴ + s e ³¹	i n t + i n t	1523 1522	616	_crow CROW	3804	83
3805	EasternBaheng-666_crowofcocks-1	Hmongic	CROW (VERB)	crow (of cocks)	打鸣	EasternBaheng	Baheng, East	pahn1237	ʑ i ⁴⁴ + s ai ³¹³	2074	761	0 阴上.*阴上	⁴⁴ ³¹³	PaHng	ŋ a ⁵	1	3670	3 7 8 9 3 7 8	AXT_AXT	SI5_SA6	2	2.S.C 2.I.V 2.5.T 2._._ 2.S.C 2.A.V 2.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʑi⁴⁴+sai³¹³	0	1523 1522	610	335	ʑ i ⁴⁴ + s ai ³¹³	i n t + i n t	1523 1522	616	_crow CROW	3805	83
3806	Jiongnai-666_crowofcocks-1	Hmongic	CROW (VERB)	crow (of cocks)	打鸣	Jiongnai	Jiongnai	jion1236	k a ³⁵	2074	761	阴去.*阴去.*阳去	³⁵	JiongnaiBunu	k a ⁵	0	3669	1 7 8	AXT	KA2	4	4.K.C 4.A.V 4.2.T	1.6 3.0 1.0	ka³⁵	0	1524	608	336	k a ³⁵	i n t	1524	615	CROW	3806	83
3807	Mien-666_crowofcocks-1	Mienic	CROW (VERB)	crow (of cocks)	打鸣	Mien	Mien	iumi1238	g aːi ²⁴	2074	761	阴去	²⁴	luMien	k aːi ⁵¹	0	3671	1 7 8	AXT	KA2	6	6.K.C 6.A.V 6.2.T	1.6 3.0 1.0	gaːi²⁴	0	1524	608	336	g aːi ²⁴	i n t	1524	615	CROW	3807	83
3808	KimMun-666_crowofcocks-1	Mienic	CROW (VERB)	crow (of cocks)	打鸣	KimMun	Kim Mun	kimm1245	k aːi ⁵⁵	2074	761	阴上.阳上.阴入.阳入	⁵⁵	KimMun	k aːi ⁵	0	3672	1 7 8	AXT	KA5	5	5.K.C 5.A.V 5.5.T	1.6 3.0 1.0	kaːi⁵⁵	0	1524	608	336	k aːi ⁵⁵	i n t	1524	615	CROW	3808	83
