ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	RATLIFF_COGID	RATLIFF_TOKENS	TONE_CLASS	TONE_VALUE	CROSSIDS	NOTE
802	WesternBaheng	EYE	eye			q o ŋ ³⁵ + m ei ⁴⁴	_eye EYE	81	2034 2028	81	m ɪ̃ ⁶/¹³	阴平 阳去	³⁵ ⁴⁴	2034 2028	
803	EasternBaheng	EYE	eye			l a ⁰/³ + m e ³¹	_eye EYE	81	2030 2028	81	m ɪ̃ ⁶/¹³	轻声 阳去.阳入	⁰/³ ³¹	2030 2028	
804	Jiongnai	EYE	eye			m ɒ ¹¹ + tʃ e n ⁴⁴	EYE _eye	81	2028 2029	81	m ɔ ⁶/¹³	阳去 阴平.*阴平	¹¹ ⁴⁴	2028 2029	
805	Mien	EYE	eye			m */ə m̩/m ³¹ + ts i ŋ ³³	EYE _eye	81	2028 2029	81	m w ei ⁶/¹³	阳平 阴平	³¹ ³³	2028 2029	
806	KimMun	EYE	eye			ŋ w ei ⁴²	EYE	81	2032	81	ŋ w ei ⁶/¹³	阴去.阳去.阴入.阳入	⁴²	2032	
807	BiaoMin	EYE	eye			m i ⁴² + tɕ ɛ ³³	EYE _eye	81	2028 2029	81	m i ⁶/¹³	阳上.阳去 阴平.*阴平	⁴² ³³	2028 2029	
808	ZaoMin	EYE	eye			m ai ⁵³ + t e ŋ ⁴⁴	EYE _eye	81	2028 2029	81	m ai ²	阳平.*阴去.*阳去 阴平.阳上.阴入.*阴平	⁵³ ⁴⁴	2028 2029	
64	WhiteHmong	EAR	the ear			p o ⁵⁵ + ⁿtʃ e ³¹	EAR _ear	186	1884 1891	186	ⁿʈʂ e ²	阴平 阳平.阳上.阳去	⁵⁵ ³¹	1884 1891	
821	EasternLuobuohe	EAR	ear			ʔ a ⁰/² + ⁿb j i ³¹	_ear EAR	186	1887 1884	186	ⁿp j i ᴬ/¹	轻声 阴平.阳平.*阳平	⁰/² ³¹	22 1884	
822	WesternLuobuohe	EAR	ear			ʔ ə ⁰/² + ⁿb j i ³¹	_ear EAR	186	1887 1884	186	ⁿp j i ᴬ/¹	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	22 1884	
823	SouthernGuizhouChuanqiandian	EAR	ear			ⁿp ʐ æ ⁵³	EAR	186	1884	186	ⁿp ʐ æ ²	阳平	⁵³	1884	
824	WesternXiangxi	EAR	ear			ʈ o ŋ ³¹ + m ʐ ɯ ³¹	EAR _ear	186	1886 1889	186	m ʐ ɯ ²	阳平.*阳平 阳平.*阳平	³¹ ³¹	1886 1889	
825	NorthernQiandong	EAR	ear			q a ³³ + z ɛ ⁵⁵	EAR _ear	186	1885 1890	186	z ɛ ²	阴平.*阴平 0	³³ ⁵⁵	1885 1890	
826	WesternBaheng	EAR	ear			qʰ o ŋ ³¹ + nʲ o ³³	EAR _ear	186	1886 1888	186	m j o ²	阴上 阳平	³¹ ³³	1886 1888	
827	EasternBaheng	EAR	ear			ⁿp j o ³³	EAR	186	1884	186	m j o ²	阳平.*阳平	³³	1884	
828	Jiongnai	EAR	ear			ⁿp j a ³³	EAR	186	1884	186	ⁿp j a ²	阳平	³³	1884	
829	Mien	EAR	ear			m */ə m̩/m ³¹ + n oː m ³¹	_ear EAR	137	1889 1888			阳平 阳平	³¹ ³¹	1889 1888	
830	KimMun	EAR	ear			p a ⁰/² + n oː m ³³	_EAR ear	137	1884 1888			轻声 阴平.阳平.*阴平	⁰/² ³³	1884 1888	
831	BiaoMin	EAR	ear			b l au ³¹ + k au ⁴² + ts a ŋ ³⁵	EAR _ear _ear	186	1884 1885 1886	186	b l au ²	阳平.*阳平 阳上.阳去 阴上	³¹ ⁴² ³⁵	1884 1885 1886	
832	ZaoMin	EAR	ear			b j u ⁵³ + k au ⁴²	EAR _ear	186	1884 1885	186	b j u ²	阳平.*阴去.*阳去 阴去.*阴上.*阳上	⁵³ ⁴²	1884 1885	
65	WhiteHmong	NOSE	the nose			qʰ o ³⁴ + ⁿtʃ ɯ ³¹	_NOSE nose	189	4060 4064	189	ⁿʈʂ ɯ ⁶/¹³	阴上 阳平.阳上.阳去	³⁴ ³¹	4060 4064	
809	EasternLuobuohe	NOSE	nose			ʔ a ⁰/² + ⁿb j u ⁵⁵	_nose NOSE	189	4059 4057	189	ⁿp j u ᶜ/³	轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	22 4057	
810	WesternLuobuohe	NOSE	nose			ʔ ə ⁰/² + ⁿb y ⁵⁵	_nose NOSE	189	4059 4057	189	ⁿp j u ᶜ/³	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	22 4057	
811	SouthernGuizhouChuanqiandian	NOSE	nose			ⁿp ʐ u ¹³	NOSE	189	4057	189	ⁿp ʐ u ⁶/¹³	阳去.阴入.*阴去.*阳去	¹³	4057	
812	WesternXiangxi	NOSE	nose			p ɑ ⁴⁴ + m ʐ ə ⁴²	_NOSE nose	189	4057 4061	189	m ʐ ə ⁶/¹³	阴上.阴入.*阴平 0	⁴⁴ ⁴²	4057 4061	
813	NorthernQiandong	NOSE	nose			p o ⁵⁵ + z ɛ ¹³	_NOSE nose	189	4057 4062	189	z ɛ ⁶/¹³	0 阴入.*阴去.*阳去	⁵⁵ ¹³	4057 4062	
814	WesternBaheng	NOSE	nose			qʰ o ŋ ³¹ + nʲ ɔ ⁴⁴	NOSE _nose	189	4060 4063	189	m j ɔ ⁶/¹³	阴上 阳去	³¹ ⁴⁴	4060 4063	
815	EasternBaheng	NOSE	nose			ⁿp j au ³¹	NOSE	189	4057	189	m j ɔ ⁶/¹³	阳去.阳入	³¹	4057	
816	Jiongnai	NOSE	nose			ⁿp j au ¹¹	NOSE	189	4057	189	ⁿp j au ⁶/¹³	阳去	¹¹	4057	
817	Mien	NOSE	nose			m */ə m̩/m ³¹ + ts oː ŋ ³³	_nose NOSE	189	4061 4060	189	p a ⁶/¹³	阳平 阴平	³¹ ³³	4061 4060	
818	KimMun	NOSE	nose			p a ⁰/² + ts oː ŋ ³⁵	_NOSE nose	189	4057 4060			轻声 阴平.阳平.阴入.阳入	⁰/² ³⁵	4057 4060	
819	BiaoMin	NOSE	nose			b l i ⁴² + kʰ w a t ⁵³	NOSE _nose	189	4057 4058	189	b l i ⁶/¹³	阳上.阳去 阴入.*阴上.*阳上	⁴² ⁵³	4057 4058	
820	ZaoMin	NOSE	nose			b i ⁵³ + tɕ a ŋ ⁵³	_NOSE nose	189	4057 4060			阳平.*阴去.*阳去 阳平.*阴去.*阳去	⁵³ ⁵³	4057 4060	
66	WhiteHmong	TONGUE	the tongue			ⁿp l ai ³¹	TONGUE	161	6141	161	ⁿp l ai ⁶/¹³	阳平.阳上.阳去	³¹	6141	
1013	EasternLuobuohe	TONGUE	tongue			ʔ a ⁰/² + ⁿb l e ³³	_tongue TONGUE	161	6143 6141	161	ⁿp l e ᴰ/⁴	轻声 阴入.阳入.*阴平	⁰/² ³³	22 6141	
1014	WesternLuobuohe	TONGUE	tongue			ʔ ə ⁰/² + ⁿb l æ ³¹	_tongue TONGUE	161	6143 6141	161	ⁿp l e ᴰ/⁴	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	22 6141	
1015	SouthernGuizhouChuanqiandian	TONGUE	tongue			ⁿp l e ²¹	TONGUE	161	6141	161	ⁿp l e ⁸/²⁴	阳入.*阳平	²¹	6141	
1016	WesternXiangxi	TONGUE	tongue			q o ³⁵ + m j ɑ ²²	TONGUE _tongue	161	6144 6146	161	m j ɑ ⁸/²⁴	阴平 0	³⁵ ²²	563 6146	
1017	NorthernQiandong	TONGUE	tongue			q a ³³ + n i ³¹	TONGUE _tongue	161	6144 6145	161	ȵ i ⁸/²⁴	阴平.*阴平 阳入.*阳平	³³ ³¹	563 6145	
1018	WesternBaheng	TONGUE	tongue			n ei ⁴²	TONGUE	161	6145	161	m j e ⁸/²⁴	阳入	⁴²	6145	
1019	EasternBaheng	TONGUE	tongue			ⁿtʰ ei ³¹	TONGUE	161	6142	161	m j e ⁸/²⁴	阳去.阳入	³¹	6142	
1020	Jiongnai	TONGUE	tongue			ⁿp l i ¹²	TONGUE	161	6141	161	ⁿp l i ⁸/²⁴	阳入	¹²	6141	
1021	Mien	TONGUE	tongue			b j e t ¹²	TONGUE	161	6141	161	b j e t ⁸/²⁴	0	¹²	6141	
1022	KimMun	TONGUE	tongue			b j a t ⁴²	TONGUE	161	6141	161	b j e t ⁸/²⁴	阴去.阳去.阴入.阳入	⁴²	6141	
1023	BiaoMin	TONGUE	tongue			b l i t ²¹	TONGUE	161	6141	161	b l i n ⁸/²⁴	阳入	²¹	6141	
1024	ZaoMin	TONGUE	tongue			b e t ²²	TONGUE	161	6141	161	b ɛ t ⁸/²⁴	阳去.阳入	²²	6141	
67	WhiteHmong	TOOTH	the tooth			ʰn i/j a ³⁴	TOOTH	130	6159	130	ʰn̥ i/j a ³	阴上	³⁴	6159	
1001	EasternLuobuohe	TOOTH	tooth			t ə ⁰/² + m i ⁵⁵	_tooth TOOTH	130	6161 6160	130	m̥ j e n ᴮ/²	轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	120 6160	
1002	WesternLuobuohe	TOOTH	tooth			t ə ⁰/² + m̥ e n ⁵⁵	_tooth TOOTH	130	6161 6160	130	m̥ j e n ᴮ/²	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	120 6160	
1003	SouthernGuizhouChuanqiandian	TOOTH	tooth			m i ²³²	TOOTH	130	6160	130	m i ³ᵇ/³	阴上	²³²	6160	
1004	WesternXiangxi	TOOTH	tooth			q o ³⁵ + ɕ ɛ ⁴⁴	_TOOTH tooth	130	6162 6163	130	ɕ ɛ ³	阴平 阴上.阴入.*阴平	³⁵ ⁴⁴	6162 6163	
1005	NorthernQiandong	TOOTH	tooth			m̥ i ³⁵	TOOTH	130	6160	130	m̥ʰ i ³	阴上	³⁵	6160	
1006	WesternBaheng	TOOTH	tooth			ȵ̊ i ³¹	TOOTH	130	6159	130	m ɪ̃ ³	阴上	³¹	6159	
1007	EasternBaheng	TOOTH	tooth			m̥ i ŋ ³¹³	TOOTH	130	6160	130	m ɪ̃ ³	阴上.*阴上	³¹³	6160	
1008	Jiongnai	TOOTH	tooth			m̥ ai ⁵³	TOOTH	130	6160	130	m̥ ai ³	阴上.*阴上.*阳上	⁵³	6160	
1009	Mien	TOOTH	tooth			ȵ a ³¹	TOOTH	130	6159			阳平	³¹	6159	
1010	KimMun	TOOTH	tooth			ȵ a ³³	TOOTH	130	6159			阴平.阳平.*阴平	³³	6159	
1011	BiaoMin	TOOTH	tooth			ŋ a ³¹	TOOTH	130	6159	130	m j e n ³	阳平.*阳平	³¹	6159	
1012	ZaoMin	TOOTH	tooth			ȵ a ⁵³	TOOTH	130	6159			阳平.*阴去.*阳去	⁵³	6159	
68	WhiteHmong	NECK	the neck			tɕ a ⁵³ + d a ⁵⁵	_neck NECK	824	3998 3996	824	d a ¹	阳平 阴平	⁵³ ⁵⁵	3998 3996	
868	EasternLuobuohe	NECK	neck			ʔ a ⁰/² + p a ŋ ⁵⁵	_NECK neck	812	3990 3991			轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	413 3991	
869	WesternLuobuohe	NECK	neck			t ə ⁰/² + p e n ⁵⁵	_neck NECK	812	3996 3991			轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	3996 3991	
870	SouthernGuizhouChuanqiandian	NECK	neck			ʈ a ŋ ⁵⁵ + h a ŋ ⁵⁵	_NECK neck	812	3993 3994	812	h a ŋ ³	阴去.*阴平 阴去.*阴平	⁵⁵ ⁵⁵	3993 3994	
871	WesternXiangxi	NECK	neck			s o ŋ ⁴⁴ + ⁿq o ŋ ⁴⁴	_neck NECK	812	3997 3989	812	q o ŋ ³	阴上.阴入.*阴平 阴上.阴入.*阴平	⁴⁴ ⁴⁴	3997 3989	
872	NorthernQiandong	NECK	neck			q a ³³ + q o ŋ ³⁵	_neck NECK	812	3992 3989	812	q o ŋ ³	阴平.*阴平 阴上	³³ ³⁵	3992 3989	
873	WesternBaheng	NECK	neck			ʔ a ⁰/³ + ŋ a ŋ ¹¹	_NECK neck	812	3990 3995			轻声 阳上	⁰/³ ¹¹	413 3995	
874	EasternBaheng	NECK	neck			q u ŋ ³¹³	NECK	812	3989			阴上.*阴上	³¹³	3989	
875	Jiongnai	NECK	neck			k ə ŋ ⁵³	NECK	812	3989	812	k ɐ ŋ ³	阴上.*阴上.*阳上	⁵³	3989	
876	Mien	NECK	neck			k aː ŋ ³³	NECK	824	3989	824	k l aː ŋ ¹	阴平	³³	3989	
877	KimMun	NECK	neck			k l aː ŋ ³⁵	NECK	824	3989	824	k l aː ŋ ¹	阴平.阳平.阴入.阳入	³⁵	3989	
878	BiaoMin	NECK	neck			k l a ŋ ³³	NECK	824	3989	824	k l a ŋ ¹	阴平.*阴平	³³	3989	
879	ZaoMin	NECK	neck			k o ŋ ⁴⁴ + k a n ⁴⁴	_neck NECK	824	3999 3989	824	k a n ¹	阴平.阳上.阴入.*阴平 阴平.阳上.阴入.*阴平	⁴⁴ ⁴⁴	3999 3989	
69	WhiteHmong	SHOULDER	the shoulder			s u ⁵⁵ + p ɯ ³¹	_shoulder SHOULDER	38	5092 5085	38	p ɯ ⁶/¹³	阴平 阳平.阳上.阳去	⁵⁵ ³¹	5092 5085	
880	EasternLuobuohe	SHOULDER	shoulder			p ə ⁰/⁵ + v u ²⁴	_SHOULDER shoulder	38	5085 5088	38	v u ᶜ/³	轻声 阴去.阳去.*阴去.*阳去	⁰/⁵ ²⁴	5085 5088	
881	WesternLuobuohe	SHOULDER	shoulder			ʔ ə ⁰/² + s u ³¹ + v u ³⁵	_shoulder _shoulder SHOULDER	38	5091 5092 5085	38	v u ᶜ/³	轻声 阴平.阳平.阴入.阳入.*阳平 阴去.阳去.*阴去.*阳去	⁰/² ³¹ ³⁵	638 5092 5085	
882	SouthernGuizhouChuanqiandian	SHOULDER	shoulder			ɬ u/w a ³² + p o ŋ ⁵⁵	_shoulder SHOULDER	38	5090 5089			阴平 阴去.*阴平	³² ⁵⁵	5090 5089	
883	WesternXiangxi	SHOULDER	shoulder			q o ³⁵ + p ə ⁴²	_shoulder SHOULDER	38	5087 5085	38	p ə ⁶/¹³	阴平 0	³⁵ ⁴²	5087 5085	
884	NorthernQiandong	SHOULDER	shoulder			q a ³³ + ɬ a ŋ ³³	_SHOULDER shoulder	147	5087 5090			阴平.*阴平 阴平.*阴平	³³ ³³	5087 5090	
885	WesternBaheng	SHOULDER	shoulder			ʔ a ⁰/³ + tɕ a ⁵⁵ + q o ¹¹	_shoulder _shoulder SHOULDER	38	5091 5092 5087			轻声 阴去 阳上	⁰/³ ⁵⁵ ¹¹	638 5092 5087	
886	EasternBaheng	SHOULDER	shoulder			pʰ i ⁵⁵ + k o ³¹³	_SHOULDER shoulder	38	5085 5087			阴去.*阴平 阴上.*阴上	⁵⁵ ³¹³	5085 5087	
887	Jiongnai	SHOULDER	shoulder			tʃ ɒi ⁴⁴	SHOULDER	147	5086			阴平.*阴平	⁴⁴	4344	
888	Mien	SHOULDER	shoulder			p ə ²³¹ + t au ³¹	_SHOULDER shoulder	147	5085 5086			阳上 阳平	²³¹ ³¹	5085 4344	
889	KimMun	SHOULDER	shoulder			p i n ³³ + ˀt au ³³	_shoulder SHOULDER	147	5089 5086			阴平.阳平.*阴平 阴平.阳平.*阴平	³³ ³³	5089 4344	
890	BiaoMin	SHOULDER	shoulder			b j a ⁵³ + t au ³¹	SHOULDER _shoulder	147	5085 5086			阴入.*阴上.*阳上 阳平.*阳平	⁵³ ³¹	5085 4344	
891	ZaoMin	SHOULDER	shoulder			k e n ⁴⁴ + t u ⁵³	_shoulder SHOULDER	147	5093 5086			阴平.阳上.阴入.*阴平 阳平.*阴去.*阳去	⁴⁴ ⁵³	5093 4344	
70	WhiteHmong	FINGER	the finger			ⁿt i ³⁴ + t e ¹¹	FINGER _finger	262	2218 2220	262	ⁿʈ i ³	阴上 阴平.阴上.阳上.阴入	³⁴ ¹¹	2218 2220	
952	EasternLuobuohe	FINGER	finger			t ə ⁰/² + ⁿt a ⁵⁵ + w ei ⁵⁵	_finger FINGER _finger	262	2220 2218 2221	262	ˀt a ᴮ/²	轻声 阴上.阳上.*阴上.*阳上 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵ ⁵⁵	2220 2218 2221	
953	WesternLuobuohe	FINGER	finger			t ə ⁰/² + ⁿt ɑ ⁵⁵ + w e ⁵⁵	_finger FINGER _finger	262	2220 2218 2221	262	ˀt a ᴮ/²	轻声 阴上.阳上.*阴平.*阴上.*阳上 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵ ⁵⁵	2220 2218 2221	
954	SouthernGuizhouChuanqiandian	FINGER	finger			ⁿt i ⁴²	FINGER	262	2218	262	ⁿʈ i ³ᵃ/³	阴上.*阴上.*阳上	⁴²	2218	
955	SouthernGuizhouChuanqiandian	FINGER	finger			t u ³² + ʂ e ¹¹	FINGER _finger	262	6782 2223	0		阴平 阳上	³² ¹¹	6782 2223	!remove!
956	WesternXiangxi	FINGER	finger			p j i ⁴⁴ + ⁿt ɑ ⁴⁴	_finger FINGER	262	2217 2218	262	ⁿʈ ɑ ³	阴上.阴入.*阴平 阴上.阴入.*阴平	⁴⁴ ⁴⁴	3839 2218	
957	NorthernQiandong	FINGER	finger			q a ³³ + t a ³⁵ + p i ¹¹	_finger FINGER _finger	262	2222 2218 2217	262	t a ³	阴平.*阴平 阴上 阳上	³³ ³⁵ ¹¹	2222 2218 3839	
958	WesternBaheng	FINGER	finger			q a ⁰/³ + t a ŋ ³⁵ + w a ¹¹ + p u ¹¹	_finger FINGER _finger _finger	262	2222 2218 2221 2217			轻声 阴平 阳上 阳上	⁰/³ ³⁵ ¹¹ ¹¹	2222 2218 2221 3839	
959	EasternBaheng	FINGER	finger			ŋ e ³⁵ + p u ¹¹	_finger FINGER	150	2219 2217			阴平.*阴去.*阴入.*阳入 阳上	³⁵ ¹¹	2219 3839	
960	Jiongnai	FINGER	finger			tʃ a ³¹ + n ei ⁴⁴	FINGER _finger	262	2218 2219			阳上.*阳平 阴平.*阴平	³¹ ⁴⁴	2218 2219	
961	Mien	FINGER	finger			p o ²³¹ + d u ⁵⁵	_finger FINGER	269	2217 2218	269	d o ⁷/³	阳上 阴入	²³¹ ⁵⁵	3839 2218	
962	KimMun	FINGER	finger			p a ⁰/² + d o ³⁵	_finger FINGER	269	2217 2218	269	d ɔ ⁷/³	轻声 阴平.阳平.阴入.阳入	⁰/² ³⁵	3839 2218	
963	BiaoMin	FINGER	finger			p au ⁴² + d o ⁵³	_finger FINGER	269	2217 2218	269	d ɔ ⁷/³	阳上.阳去 阴入.*阴上.*阳上	⁴² ⁵³	3839 2218	
964	ZaoMin	FINGER	finger			p u ⁴⁴ + t au ²⁴	_finger FINGER	262	2217 2218			阴平.阳上.阴入.*阴平 阴上.*阳平	⁴⁴ ²⁴	3839 2218	
71	WhiteHmong	CLAW	the claw			r au ³³	CLAW	419	1135	419	ʈ au ⁵	阴去	³³	1135	
1305	EasternLuobuohe	CLAW	claw (talon)			t ə ⁰/² + k u ²⁴	_CLAW claw	151	1129 1130			轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	2220 1130	
1306	WesternLuobuohe	CLAW	claw (talon)			t ə ⁰/² + k u ³⁵	_CLAW claw	151	1129 1130			轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	2220 1130	
1307	SouthernGuizhouChuanqiandian	CLAW	claw (talon)			ʈ ɔ ⁴⁴	CLAW	419	1131	419	ʈ ɔ ⁵ᵃ/⁵	阴入	⁴⁴	1131	
1308	WesternXiangxi	CLAW	claw (talon)			q o ³⁵ + ʈ a ⁵³	_claw CLAW	419	1130 1129	419	ʈ a ⁵	阴平 *阴上.*阳上	³⁵ ⁵³	1130 2220	
1309	NorthernQiandong	CLAW	claw (talon)			k e n ⁴⁴	CLAW	151	1133			阴去	⁴⁴	1133	
1310	WesternBaheng	CLAW	claw (talon)			q a ⁰/³ + l u ³⁵	_CLAW claw	419	1130 1134			轻声 阴平	⁰/³ ³⁵	1130 1134	
1311	Jiongnai	CLAW	claw (talon)			k ai ⁴⁴ + tʃ o ⁴⁴	CLAW _claw	151	1130 1131			阴平.*阴平 阴平.*阴平	⁴⁴ ⁴⁴	1130 1131	
1312	Mien	CLAW	claw (talon)			ȵ u ⁵³	CLAW	622	1132	622	ȵ au ¹	阴上	⁵³	1132	
1313	KimMun	CLAW	claw (talon)			ȵ aːu ⁵¹	CLAW	622	1132	622	ȵ aːu ³	阴上.阳上.*阴上.*阳上	⁵¹	1132	
1314	BiaoMin	CLAW	claw (talon)			tɕ au ³⁵	CLAW	419	1129			阴上	³⁵	2220	
1315	ZaoMin	CLAW	claw (talon)			t au ²⁴	CLAW	419	1129			阴上.*阳平	²⁴	2220	
72	WhiteHmong	FOOT	the foot			k o ³³ + t aɯ ³³	_foot FOOT	213	2464 2457	213	t aɯ ⁵	阴去 阴去	³³ ³³	2464 2457	
940	EasternLuobuohe	FOOT	foot			t ə ⁰/² + t o ²⁴	_foot FOOT	213	2459 2457	213	t o ᶜ/³	轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	2459 2457	
941	WesternLuobuohe	FOOT	foot			t ə ⁰/² + t o ³⁵	_foot FOOT	213	2463 2457	213	t o ᶜ/³	轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	2463 2457	
942	SouthernGuizhouChuanqiandian	FOOT	foot			t ə ⁵⁵	FOOT	213	2457	213	t ə ⁵ᵃ/⁵	阴去.*阴平	⁵⁵	2457	
943	WesternXiangxi	FOOT	foot			q o ³⁵ + ɬ ɔ ³⁵	_foot FOOT	213	2464 2460	213	t ə ⁵	阴平 阴平	³⁵ ³⁵	2464 3099	
944	NorthernQiandong	FOOT	foot			l ɛ ³³	FOOT	213	2460	213	t u ⁵	阴平.*阴平	³³	3099	
945	WesternBaheng	FOOT	foot			ʔ a ⁰/³ + m a ³⁵ + l u ³⁵	_foot _foot FOOT	213	2461 2462 2460			轻声 阴平 阴平	⁰/³ ³⁵ ³⁵	2461 2462 3099	
946	EasternBaheng	FOOT	foot			h a ŋ ³⁵	FOOT	213	2458			阴平.*阴去.*阴入.*阳入	³⁵	2458	
947	Jiongnai	FOOT	foot			ɬ ai ⁴⁴	FOOT	213	2460			阴平.*阴平	⁴⁴	3099	
948	Mien	FOOT	foot			ts au ²⁴	FOOT	213	2457			阴去	²⁴	2457	
949	KimMun	FOOT	foot			t au ⁵⁵	FOOT	213	2457			阴上.阳上.阴入.阳入	⁵⁵	2457	
950	BiaoMin	FOOT	foot			ts au ²⁴	FOOT	213	2457			阴去.*阴去.*阳去	²⁴	2457	
951	ZaoMin	FOOT	foot			t au ²⁴	FOOT	213	2457			阴上.*阳平	²⁴	2457	
73	WhiteHmong	WING	the wing			t i ¹¹	WING	204	6678	204	t i ⁷/³	阴平.阴上.阳上.阴入	¹¹	6678	
1316	EasternLuobuohe	WING	wing			ʔ a ⁰/² + t a ³³	_wing WING	204	6679 6678	204	t a ᴰ/⁴	轻声 阴入.阳入.*阴平	⁰/² ³³	6679 6678	
1317	WesternLuobuohe	WING	wing			t ə ⁰/² + t ɑ ⁵⁵	_wing WING	204	6680 6678	204	t a ᴰ/⁴	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	6680 6678	
1318	SouthernGuizhouChuanqiandian	WING	wing			t ɪ ⁴⁴	WING	204	6678	204	t i ⁷ᵃ/³	阴入	⁴⁴	6678	
1319	WesternXiangxi	WING	wing			q o ³⁵ + t ei ⁴⁴	_wing WING	204	6677 6678	204	t ei ⁷/³	阴平 阴上.阴入.*阴平	³⁵ ⁴⁴	2222 6678	
1320	NorthernQiandong	WING	wing			q a ³³ + t a ⁵³	_wing WING	204	6677 6678	204	t a ⁷/³	阴平.*阴平 阳平.*阴上.*阳上	³³ ⁵³	2222 6678	
1321	WesternBaheng	WING	wing			q a ⁰/³ + t ei ⁵³	_wing WING	204	6677 6678	204	t e ⁷/³	轻声 阴入	⁰/³ ⁵³	2222 6678	
1322	EasternBaheng	WING	wing			q a ⁰/³ + t e ⁵³	_wing WING	204	6677 6678	204	t e ⁷/³	轻声 阴入	⁰/³ ⁵³	2222 6678	
1323	Jiongnai	WING	wing			k a ⁴⁴ + ð e ⁵⁵	_wing WING	204	6677 6678	204	ð e ⁷/³	阴平.*阴平 阴入	⁴⁴ ⁵⁵	2222 6678	
1324	Mien	WING	wing			d aː t ⁵⁵	WING	204	6678	204	d aː t ⁷/³	阴入	⁵⁵	6678	
1325	KimMun	WING	wing			d aː t ⁵⁵	WING	204	6678	204	d aː t ⁷/³	阴上.阳上.阴入.阳入	⁵⁵	6678	
1326	BiaoMin	WING	wing			tɕ i ²⁴	WING	204	6676			阴去.*阴去.*阳去	²⁴	6676	
1327	ZaoMin	WING	wing			d o t ⁴⁴	WING	204	6678	204	d ɔ t ⁷/³	阴平.阳上.阴入.*阴平	⁴⁴	6678	
74	WhiteHmong	NAVEL	the navel			p u ⁵³ + ⁿt aɯ ¹¹	_navel NAVEL	259	3948 3942	259	ⁿʈ aɯ ⁷/³	阳平 阴平.阴上.阳上.阴入	⁵³ ¹¹	3948 3942	
916	EasternLuobuohe	NAVEL	navel			ʔ a ⁰/² + ⁿt o ³³ + ȵ i ⁵⁵	_navel NAVEL _navel	259	3944 3942 3943	259	ˀt o ᴰ/⁴	轻声 阴入.阳入.*阴平 阴上.阳上.*阴上.*阳上	⁰/² ³³ ⁵⁵	22 3942 3943	
917	WesternLuobuohe	NAVEL	navel			ʔ ə ⁰/² + ⁿt o ³¹ + tɕʰ u ³¹	_navel NAVEL _navel	259	3944 3942 3950	259	ˀt o ᴰ/⁴	轻声 阴平.阳平.阴入.阳入.*阳平 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹ ³¹	22 3942 3950	
918	SouthernGuizhouChuanqiandian	NAVEL	navel			h o ŋ ²³² + ⁿt ə ⁴⁴	_navel NAVEL	259	3949 3942	259	ⁿʈ ə ⁷ᵃ/³	阴上 阴入	²³² ⁴⁴	3949 3942	
919	WesternXiangxi	NAVEL	navel			p u ⁴⁴ + l u ⁴⁴ + q ɛ ⁴⁴	_navel _navel _NAVEL	259	3948 3951 3946	259	ⁿʈ u ⁷/³	阴上.阴入.*阴平 阴上.阴入.*阴平 阴上.阴入.*阴平	⁴⁴ ⁴⁴ ⁴⁴	3948 3951 3946	
920	NorthernQiandong	NAVEL	navel			p u ⁵³ + t u ⁵³	_navel NAVEL	259	3948 3942	259	t u ⁷/³	阳平.*阴上.*阳上 阳平.*阴上.*阳上	⁵³ ⁵³	3948 3942	
921	WesternBaheng	NAVEL	navel			ʔ a ⁰/³ + t u ³⁵ + q ei ³¹	_navel NAVEL _navel	259	3944 3942 3946			轻声 阴平 阴上	⁰/³ ³⁵ ³¹	22 3942 3946	
922	EasternBaheng	NAVEL	navel			ŋ̊ */ə ŋ ³¹³ + ⁿt au ⁵³	_navel NAVEL	259	3943 3942			阴上.*阴上 阴入	³¹³ ⁵³	3943 3942	
923	Jiongnai	NAVEL	navel			tʰ e ⁴⁴ + ⁿt u ⁵⁵	_NAVEL navel	259	3942 3945	259	ⁿʈ u ⁷/³	阴平.*阴平 阴入	⁴⁴ ⁵⁵	3942 3945	
